StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Example_1,Example_2,Example_3,Example_4,Example_5,Example_6,Example_7,Example_8,Example_9,areyousure_1,areyousure_2,areyousure_3,areyousure_4,areyousure_5,areyousure_6,areyousure_7,areyousure_8,areyousure_9,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q1_13,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7simple_1,Q7simple_2,Q7simple_3,Q7simple_4,Q7simple_5,Q7simple_6,Q7simple_7,Q7simple_8,Q7simple_9,Q7simple_10,Q7simple_11,Q7simple_12,Q7simple_13,Q7simple_14,Q7simple_15,Q7simple_16,Q7simple_17,Q7complex_1,Q7complex_2,Q7complex_3,Q7complex_4,Q7complex_5,Q7complex_6,Q7complex_7,Q7complex_8,Q7complex_9,Q7complex_10,Q7complex_11,Q7complex_12,Q7complex_13,Q7complex_14,Q7complex_15,Q7complex_16,Q7complex_17,Q1'_1,Q1'_2,Q1'_3,Q1'_4,Q1'_5,Q1'_6,Q1'_7,Q1'_8,Q1'_9,Q1'_10,Q1'_11,Q1'_12,Q1'_13,Q2'_1,Q2'_2,Q2'_3,Q2'_4,Q2'_5,Q2'_6,Q2'_7,Q2'_8,Q2'_9,Q3'_1,Q3'_2,Q3'_3,Q3'_4,Q3'_5,Q4'_1,Q4'_2,Q4'_3,Q4'_4,Q4'_5,Q4'_6,Q4'_7,Q4'_8,Q4'_9,Q4'_10,Q4'_11,Q4'_12,Q4'_13,Q4'_14,Q4'_15,Q4'_16,Q4'_17,Q5'_1,Q5'_2,Q5'_3,Q5'_4,Q5'_5,Q6'_1,Q6'_2,Q6'_3,Q6'_4,Q6'_5,Q6'_6,Q6'_7,Q6'_8,Q6'_9,Q7'simple_1,Q7'simple_2,Q7'simple_3,Q7'simple_4,Q7'simple_5,Q7'simple_6,Q7'simple_7,Q7'simple_8,Q7'simple_9,Q7'simple_10,Q7'simple_11,Q7'simple_12,Q7'simple_13,Q7'simple_14,Q7'simple_15,Q7'simple_16,Q7'simple_17,Q7'complex_1,Q7'complex_2,Q7'complex_3,Q7'complex_4,Q7'complex_5,Q7'complex_6,Q7'complex_7,Q7'complex_8,Q7'complex_9,Q7'complex_10,Q7'complex_11,Q7'complex_12,Q7'complex_13,Q7'complex_14,Q7'complex_15,Q7'complex_16,Q7'complex_17,Comments,Q48,Q_LastModified,version,FL_14_DO_MainQuestionsBlockLOW,FL_14_DO_MainQuestionsBlockHIGH,MainQuestionsBlockLOW_DO_Q7complex,MainQuestionsBlockLOW_DO_Q5,MainQuestionsBlockLOW_DO_Q6,MainQuestionsBlockLOW_DO_Q3,MainQuestionsBlockLOW_DO_Q33,MainQuestionsBlockLOW_DO_Q1,MainQuestionsBlockLOW_DO_Q2,MainQuestionsBlockLOW_DO_Q4,MainQuestionsBlockLOW_DO_Q7simple,MainQuestionsBlockHIGH_DO_Q6',MainQuestionsBlockHIGH_DO_Q5',MainQuestionsBlockHIGH_DO_Q7'complex,MainQuestionsBlockHIGH_DO_Q4',MainQuestionsBlockHIGH_DO_Q7'simple,MainQuestionsBlockHIGH_DO_Q3',MainQuestionsBlockHIGH_DO_Q34,MainQuestionsBlockHIGH_DO_Q2',MainQuestionsBlockHIGH_DO_Q1',participant
2022-04-04T18:44:25Z,2022-04-04T18:50:30Z,IP Address,*******,100,364,TRUE,2022-04-04T18:50:31Z,R_1iq6ZFBaoTM0wvt,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"That was quite interesting, never thought of what would I choose so I aimed for the middle. That is a bit like polder-model in decision-making :) good compromise.",I don't have any specific thoughts. I was aiming for the middle.,1649089863,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,44af0c4dcf
2022-04-04T18:47:12Z,2022-04-04T18:50:52Z,IP Address,*******,100,219,TRUE,2022-04-04T18:50:52Z,R_qX8e42o5xitCOqZ,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It was a bit confusing for me to understand, but I basically understood",1649093844,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e9353ab888
2022-04-04T18:45:14Z,2022-04-04T18:51:16Z,IP Address,*******,100,361,TRUE,2022-04-04T18:51:17Z,R_oYRHAo0DnaZbzih,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,All good,NA,1649093844,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8b11965118
2022-04-04T18:45:09Z,2022-04-04T18:51:38Z,IP Address,*******,100,388,TRUE,2022-04-04T18:51:38Z,R_2z7QlzpUSlBPm5h,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nothing noteworthy,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,cea63df495
2022-04-04T18:47:46Z,2022-04-04T18:52:02Z,IP Address,*******,100,255,TRUE,2022-04-04T18:52:02Z,R_NXTmtk46TVGakKd,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,be3f4fa152
2022-04-04T18:49:07Z,2022-04-04T18:53:55Z,IP Address,*******,100,287,TRUE,2022-04-04T18:53:55Z,R_2SJ3zbAN5tjh0cs,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649089863,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,ad51825c0b
2022-04-04T18:52:52Z,2022-04-04T18:55:49Z,IP Address,*******,100,177,TRUE,2022-04-04T18:55:50Z,R_2aS07I20K7qQ97k,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I didn’t understand that at all 🤣,1649098132,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7008f968cc
2022-04-04T18:49:21Z,2022-04-04T18:56:24Z,IP Address,*******,100,423,TRUE,2022-04-04T18:56:24Z,R_2AKn0jIgUeS8NEx,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,1649098132,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,1c8afa2d41
2022-04-04T18:52:56Z,2022-04-04T18:56:24Z,IP Address,*******,100,208,TRUE,2022-04-04T18:56:25Z,R_3P66DK8ORwcnsea,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bigger range than the others,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,27f24a2be7
2022-04-04T18:52:18Z,2022-04-04T18:56:29Z,IP Address,*******,100,251,TRUE,2022-04-04T18:56:29Z,R_2fiAAiLH3VrWTYC,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,NA,5,8,4,1,3,2,0cf2cdca9a
2022-04-04T18:50:28Z,2022-04-04T18:56:46Z,IP Address,*******,100,378,TRUE,2022-04-04T18:56:46Z,R_1DoF6J0wxmj5lQC,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,540bca53c7
2022-04-04T18:53:37Z,2022-04-04T18:57:24Z,IP Address,*******,100,227,TRUE,2022-04-04T18:57:25Z,R_exPiQDE7Y7nuUed,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Last question was more complex.,1649083613,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,e4232e4ac9
2022-04-04T18:54:15Z,2022-04-04T18:58:02Z,IP Address,*******,100,226,TRUE,2022-04-04T18:58:02Z,R_NVkH7VXdw4NV9oR,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649098132,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,20d4c233d5
2022-04-04T18:53:26Z,2022-04-04T18:58:46Z,IP Address,*******,100,320,TRUE,2022-04-04T18:58:47Z,R_2aX3AXtIZPZU7Bc,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No, thanks",NA,1649098132,NA,1,NA,NA,6,7,4,1,2,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,76f053833c
2022-04-04T18:54:23Z,2022-04-04T18:58:59Z,IP Address,*******,100,275,TRUE,2022-04-04T18:58:59Z,R_10wS73oejK08VJV,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gives more variables so made it harder to choose.,1649098132,NA,1,NA,8,6,7,4,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8fb8f62949
2022-04-04T18:55:42Z,2022-04-04T18:59:19Z,IP Address,*******,100,216,TRUE,2022-04-04T18:59:19Z,R_27yegvk8zsVKYqn,*******,*******,*******,*******,*******,*******,anonymous,EN,"Yes, I agree to participate in this study.",1,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,1649093844,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,5,NA,4,1,3,2,dabee472a9
